# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Feb 21 14:06:08 2018
#
# CONSTRAINT:  where (av_training_set like '%UNK%'
# CONSTRAINT:  and av_pred_class like '%PC%'
# CONSTRAINT:  )
# CONSTRAINT:  order by av_training_set desc, av_pred_class asc
#
# COLUMN kepid:          KepID
# COLUMN tce_plnt_num:   Planet Number
# COLUMN av_training_set: Autovetter Training Set Label
# COLUMN av_pred_class:  Autovetter Predicted Classification
#
rowid,kepid,tce_plnt_num,av_training_set,av_pred_class
5516,5350598,1,AFP,AFP
5517,5350598,2,AFP,AFP
5518,5351250,1,PC,PC
5519,5371796,1,NTP,NTP
5520,5372141,1,AFP,AFP
5521,5372141,2,AFP,AFP
5522,5372310,1,UNK,NTP
5523,4945764,1,PC,PC
5524,4945764,2,UNK,PC
5525,4945764,3,AFP,AFP
5526,4945764,4,AFP,AFP
5527,4954074,1,AFP,AFP
5528,4954074,2,AFP,AFP
5529,4989057,1,PC,PC
5530,4989879,1,AFP,AFP
5531,5018711,1,UNK,NTP
5532,5018787,1,UNK,AFP
5533,5019101,1,UNK,NTP
5534,5019101,2,UNK,NTP
5535,5019101,3,NTP,NTP
5536,5026187,1,UNK,NTP
5537,5026326,1,AFP,AFP
5538,5027441,1,NTP,NTP
5539,5040223,1,AFP,AFP
5540,5041569,1,PC,AFP
5541,5042210,1,PC,PC
5542,5042785,1,NTP,NTP
5543,5096095,1,NTP,NTP
5544,5096590,1,PC,PC
5545,5097278,1,AFP,AFP
5546,5097278,2,AFP,AFP
5547,5097278,3,UNK,NTP
5548,5120689,1,UNK,NTP
5549,5120689,2,UNK,NTP
5550,5121044,1,UNK,NTP
5551,5177065,1,AFP,AFP
5552,5177065,2,AFP,AFP
5553,5177065,3,NTP,NTP
5554,5177104,1,PC,PC
5555,5197233,1,PC,AFP
5556,5198168,1,UNK,NTP
5557,5198246,1,NTP,NTP
5558,5213157,2,UNK,NTP
5559,5213157,3,UNK,NTP
5560,5213221,1,NTP,NTP
5561,5253740,2,UNK,NTP
5562,5253740,3,AFP,AFP
5563,5253802,1,PC,PC
5564,5254230,1,AFP,AFP
5565,5281249,1,UNK,NTP
5566,5281281,1,NTP,NTP
5567,5281619,1,AFP,AFP
5568,5297681,3,AFP,AFP
5569,5298310,1,UNK,AFP
5570,5298466,1,AFP,AFP
5571,5298466,2,AFP,AFP
5572,5305709,1,UNK,NTP
5573,5305709,2,UNK,NTP
5574,5306368,1,UNK,AFP
5575,5306383,1,AFP,AFP
5576,5351250,2,PC,PC
5577,5351250,3,PC,PC
5578,5351250,4,PC,PC
5579,5372348,1,AFP,AFP
5580,5372348,2,AFP,AFP
5581,5372966,1,AFP,AFP
5582,5372966,2,UNK,AFP
5583,5373377,1,AFP,AFP
5584,4945877,1,AFP,AFP
5585,4946049,1,AFP,AFP
5586,4946581,1,PC,PC
5587,4989879,2,AFP,AFP
5588,4990101,1,NTP,NTP
5589,4990637,1,UNK,NTP
5590,5019234,1,AFP,AFP
5591,5019234,2,AFP,AFP
5592,5019567,1,AFP,AFP
5593,5027441,2,UNK,NTP
5594,5027859,1,PC,PC
5595,5031804,1,UNK,NTP
5596,5031804,2,AFP,AFP
5597,5042785,2,NTP,NTP
5598,5077629,1,AFP,AFP
5599,5077629,2,AFP,AFP
5600,5097454,1,AFP,AFP
5601,5097470,1,AFP,AFP
5602,5097868,1,AFP,AFP
5603,5098444,1,AFP,AFP
5604,5121511,1,PC,PC
5605,5122112,1,AFP,AFP
5606,5122112,2,AFP,AFP
5607,5123145,1,UNK,NTP
5608,5177593,1,UNK,NTP
5609,5177859,1,PC,PC
5610,5179328,1,NTP,NTP
5611,5179609,1,AFP,AFP
5612,5198390,1,UNK,NTP
5613,5199426,1,AFP,AFP
5614,5199772,1,NTP,NTP
5615,5199978,1,UNK,AFP
5616,5213221,2,UNK,NTP
5617,5213230,1,PC,PC
5618,5213404,1,PC,PC
5619,5213902,1,AFP,AFP
5620,5254230,2,AFP,AFP
5621,5254896,1,UNK,NTP
5622,5255552,1,AFP,AFP
5623,5255552,2,AFP,AFP
5624,5255939,1,NTP,NTP
5625,5281619,2,AFP,AFP
5626,5281619,3,NTP,NTP
5627,5282049,1,AFP,AFP
5628,5282049,2,AFP,AFP
5629,5298620,1,AFP,AFP
5630,5299459,1,PC,PC
5631,5299459,2,PC,PC
5632,5299596,1,UNK,NTP
5633,5306383,2,AFP,AFP
5634,5306631,1,NTP,NTP
5635,5306720,1,AFP,AFP
5636,5351540,1,NTP,NTP
5637,5352640,1,PC,PC
5638,5353938,1,UNK,PC
5639,5354183,1,UNK,NTP
5640,5373377,2,AFP,AFP
5641,5374279,1,UNK,NTP
5642,5374279,2,UNK,NTP
5643,4946627,1,NTP,NTP
5644,4946680,1,AFP,AFP
5645,4946680,2,AFP,AFP
5646,4946956,1,AFP,AFP
5647,4990977,1,AFP,AFP
5648,4990977,2,AFP,AFP
5649,4991208,1,PC,PC
5650,4994971,1,UNK,NTP
5651,5019567,2,AFP,AFP
5652,5019587,1,UNK,NTP
5653,5020034,1,AFP,AFP
5654,5020044,1,AFP,AFP
5655,5031804,3,AFP,AFP
5656,5031857,1,PC,PC
5657,5031857,2,PC,PC
5658,5078025,1,AFP,AFP
5659,5078025,2,AFP,AFP
5660,5078879,1,UNK,AFP
5661,5078939,1,AFP,AFP
5662,5098444,2,AFP,AFP
5663,5098757,1,AFP,AFP
5664,5098757,2,AFP,AFP
5665,5123246,1,AFP,AFP
5666,5123246,2,AFP,AFP
5667,5123624,1,AFP,AFP
5668,6286155,2,AFP,AFP
5669,6286161,1,AFP,AFP
5670,6286161,2,AFP,AFP
5671,6287169,1,UNK,NTP
5672,6301745,3,AFP,AFP
5673,6301745,4,AFP,AFP
5674,6301749,1,UNK,NTP
5675,6302589,1,NTP,NTP
5676,6302589,2,AFP,AFP
5677,6314185,1,AFP,AFP
5678,6314185,2,AFP,AFP
5679,6314475,1,UNK,NTP
5680,6314475,2,UNK,NTP
5681,6359802,4,NTP,NTP
5682,6359926,1,PC,PC
5683,6362386,1,AFP,AFP
5684,6362386,2,UNK,AFP
5685,6372194,1,PC,PC
5686,6372268,1,AFP,AFP
5687,6372268,2,AFP,AFP
5688,6372268,3,AFP,AFP
5689,6372320,1,AFP,AFP
5690,6387542,1,PC,PC
5691,6387557,1,PC,PC
5692,6387591,1,AFP,AFP
5693,6387591,2,AFP,AFP
5694,6423922,1,UNK,AFP
5695,6424561,1,PC,PC
5696,6425135,1,NTP,NTP
5697,6425597,1,AFP,PC
5698,6442340,2,PC,PC
5699,6442340,3,PC,PC
5700,6442377,1,PC,PC
5701,6442735,1,PC,PC
5702,6452607,1,AFP,AFP
5703,6452607,2,AFP,AFP
5704,6452607,3,NTP,NTP
5705,6452742,1,UNK,AFP
5706,6469690,1,UNK,NTP
5707,6469690,2,AFP,AFP
5708,6469690,3,AFP,AFP
5709,6122790,2,AFP,AFP
5710,6123324,1,UNK,NTP
5711,6123324,2,UNK,NTP
5712,6123324,3,AFP,AFP
5713,6141503,2,AFP,AFP
5714,6141725,1,NTP,NTP
5715,6142862,1,AFP,AFP
5716,6142919,1,UNK,NTP
5717,6183478,2,AFP,AFP
5718,6183511,1,PC,PC
5719,6184298,1,NTP,NTP
5720,6184894,1,PC,PC
5721,6206125,2,AFP,AFP
5722,6206125,3,AFP,AFP
5723,6206143,1,NTP,AFP
5724,6206214,1,PC,PC
5725,6225475,1,NTP,NTP
5726,6226290,1,PC,PC
5727,6226293,1,UNK,NTP
5728,6263593,2,NTP,NTP
5729,6264750,1,PC,PC
5730,6264768,1,UNK,NTP
5731,6265665,1,PC,PC
5732,6287313,1,PC,PC
5733,6287517,1,NTP,NTP
5734,6287517,2,NTP,NTP
5735,6302589,3,AFP,AFP
5736,6302655,1,AFP,AFP
5737,6302655,2,NTP,NTP
5738,6302655,3,AFP,AFP
5739,6341932,1,NTP,NTP
5740,6342333,1,PC,PC
5741,6342398,1,NTP,NTP
5742,6362386,3,UNK,NTP
5743,6362874,1,PC,PC
5744,6363494,1,AFP,AFP
5745,6363560,1,AFP,AFP
5746,6372320,2,AFP,AFP
5747,6372633,1,AFP,AFP
5748,6372633,2,AFP,AFP
5749,6372942,1,UNK,NTP
5750,6387819,1,AFP,AFP
5751,6387819,2,NTP,NTP
5752,6387819,3,AFP,AFP
5753,6387887,1,AFP,AFP
5754,6425957,1,PC,PC
5755,6425957,2,PC,PC
5756,6426158,1,AFP,AFP
5757,6443093,1,PC,PC
5758,6443122,1,AFP,AFP
5759,6443122,2,AFP,AFP
5760,6443122,3,UNK,NTP
5761,6452742,2,NTP,NTP
5762,6452742,3,NTP,NTP
5763,6460857,1,UNK,NTP
5764,6070714,1,AFP,AFP
5765,6070714,2,AFP,AFP
5766,6071684,1,AFP,AFP
5767,6071684,2,AFP,AFP
5768,6071684,3,UNK,NTP
5769,6123324,4,AFP,AFP
5770,6124426,1,AFP,NTP
5771,6124512,1,PC,PC
5772,6124836,1,UNK,NTP
5773,6142919,2,UNK,NTP
5774,6142919,3,NTP,NTP
5775,6143315,1,UNK,NTP
5776,6143316,1,NTP,NTP
5777,6185331,1,PC,PC
5778,6185416,1,UNK,NTP
5779,6185476,1,UNK,PC
5780,6185496,1,AFP,AFP
5781,6206470,1,AFP,AFP
5782,6206559,1,AFP,AFP
5783,6206627,1,NTP,NTP
5784,6206627,2,AFP,AFP
5785,6226293,2,AFP,AFP
5786,6226293,3,AFP,AFP
5787,6226908,1,PC,PC
5788,6227118,1,UNK,NTP
5789,6227118,2,UNK,NTP
5790,6265792,1,PC,PC
5791,6265961,1,UNK,PC
5792,6266219,1,UNK,NTP
5793,6288034,1,UNK,NTP
5794,6288034,2,UNK,NTP
5795,6288034,3,UNK,NTP
5796,6288896,1,UNK,NTP
5797,6302655,4,AFP,AFP
5798,6302655,5,NTP,NTP
5799,6302903,1,AFP,AFP
5800,6302903,2,AFP,AFP
5801,6303436,1,UNK,NTP
5802,6342566,1,NTP,NTP
5803,6343170,1,PC,PC
5804,6343576,1,AFP,AFP
5805,6344431,1,UNK,NTP
5806,6363900,1,AFP,AFP
5807,6363900,2,AFP,AFP
5808,6364064,1,AFP,AFP
5809,6364067,1,AFP,AFP
5810,6373680,1,AFP,AFP
5811,6374004,1,AFP,AFP
5812,6374004,2,AFP,AFP
5813,6374063,1,AFP,AFP
5814,6387887,2,AFP,AFP
5815,6387895,1,NTP,NTP
5816,6387895,2,AFP,AFP
5817,6387895,3,AFP,AFP
5818,6426158,2,NTP,NTP
5819,6426158,3,NTP,NTP
5820,6426158,4,NTP,NTP
5821,6426158,5,AFP,AFP
5822,6426158,6,UNK,NTP
5823,6443274,1,NTP,NTP
5824,6443392,1,AFP,AFP
5825,6443392,2,AFP,AFP
5826,6444896,1,PC,AFP
5827,6460857,2,UNK,NTP
5828,6461219,1,UNK,NTP
5829,6461219,2,NTP,NTP
5830,6461601,1,NTP,NTP
5831,6071903,1,PC,PC
5832,6072593,1,AFP,AFP
5833,6073006,1,NTP,NTP
5834,6124941,1,AFP,AFP
5835,6125282,1,AFP,NTP
5836,6125481,1,PC,PC
5837,6126012,1,UNK,NTP
5838,6143929,1,AFP,AFP
5839,6143929,2,AFP,AFP
5840,6144039,1,PC,PC
5841,6145201,1,AFP,AFP
5842,6185496,2,AFP,AFP
5843,6185711,1,AFP,AFP
5844,6185717,1,AFP,AFP
5845,6185717,2,AFP,AFP
5846,6206627,3,AFP,AFP
5847,6206665,1,UNK,NTP
5848,6206751,1,UNK,AFP
5849,6207053,1,UNK,AFP
5850,6227118,3,UNK,NTP
5851,6227199,1,NTP,NTP
5852,6227560,1,AFP,AFP
5853,6266741,1,PC,PC
5854,6266741,2,PC,PC
5855,6266750,1,UNK,NTP
5856,6267414,1,NTP,NTP
5857,6289081,1,NTP,NTP
5858,6289257,1,PC,PC
5859,6289257,2,PC,PC
5860,6289344,1,AFP,AFP
5861,6303679,1,NTP,NTP
5862,6305192,1,PC,PC
5863,6305572,1,AFP,AFP
5864,6344431,2,NTP,NTP
5865,6345732,1,PC,PC
5866,6345732,2,PC,PC
5867,6345758,1,UNK,PC
5868,6364126,1,AFP,AFP
5869,6364143,1,AFP,AFP
5870,6364162,1,AFP,AFP
5871,6374063,2,AFP,AFP
5872,6380217,1,UNK,NTP
5873,6380533,1,NTP,NTP
5874,6388333,1,AFP,AFP
5875,6388333,2,AFP,AFP
5876,6388333,3,AFP,AFP
5877,6388443,1,NTP,NTP
5878,6426592,1,AFP,AFP
5879,6426592,2,NTP,NTP
5880,6428700,1,PC,PC
5881,6428700,2,PC,PC
5882,6445116,1,UNK,NTP
5883,6445601,1,NTP,NTP
5884,6445969,1,UNK,NTP
5885,6446130,1,UNK,NTP
5886,6461601,2,UNK,NTP
5887,6461850,1,AFP,AFP
5888,6462033,1,UNK,NTP
5889,6462033,2,UNK,NTP
5890,6100062,1,NTP,NTP
5891,6100469,1,UNK,NTP
5892,6103049,1,NTP,NTP
5893,6103377,1,PC,PC
5894,6126076,1,AFP,AFP
5895,6126076,2,AFP,AFP
5896,6126562,1,UNK,NTP
5897,6145201,2,AFP,AFP
5898,6145471,1,NTP,NTP
5899,6145614,1,AFP,AFP
5900,6145614,2,AFP,AFP
5901,6186029,1,UNK,NTP
5902,6186029,2,UNK,NTP
5903,6186964,1,PC,PC
5904,6187341,1,AFP,AFP
5905,6207535,1,NTP,NTP
5906,6208741,1,NTP,NTP
5907,6209225,1,UNK,NTP
5908,6228201,1,AFP,AFP
5909,6228201,2,NTP,NTP
5910,6228201,3,AFP,AFP
5911,6228201,4,UNK,NTP
5912,6228306,1,AFP,AFP
5913,6267425,1,AFP,AFP
5914,6267425,2,AFP,AFP
5915,6267535,1,PC,PC
5916,6268017,1,UNK,NTP
5917,6289468,1,AFP,AFP
5918,6289468,2,AFP,AFP
5919,6289468,3,AFP,AFP
5920,6305572,2,AFP,AFP
5921,6305572,3,UNK,NTP
5922,6305938,1,NTP,NTP
5923,6306896,1,NTP,NTP
5924,6346698,1,AFP,AFP
5925,6346698,2,AFP,AFP
5926,6346698,3,AFP,AFP
5927,6346721,1,UNK,NTP
5928,6364195,1,AFP,AFP
5929,6364200,1,AFP,AFP
5930,6364215,1,PC,PC
5931,6364215,2,AFP,AFP
5932,6380544,1,AFP,AFP
5933,6380544,2,AFP,AFP
5934,6380593,1,UNK,NTP
5935,6380631,1,UNK,NTP
5936,6388443,2,UNK,NTP
5937,6388443,3,NTP,NTP
5938,6388466,1,AFP,AFP
5939,6388466,2,AFP,AFP
5940,6428794,1,PC,PC
5941,6428850,1,AFP,AFP
5942,6428850,2,AFP,AFP
5943,6428850,3,NTP,NTP
5944,6446951,1,AFP,AFP
5945,6446951,2,AFP,AFP
5946,6447258,1,NTP,NTP
5947,6462033,3,UNK,NTP
5948,6462033,4,UNK,NTP
5949,6462863,1,PC,PC
5950,6462863,2,PC,PC
5951,6103377,2,PC,PC
5952,6105113,1,AFP,AFP
5953,6105113,2,AFP,AFP
5954,6105462,1,PC,PC
5955,6126562,2,UNK,NTP
5956,6127239,1,AFP,AFP
5957,6127239,2,AFP,AFP
5958,6127822,1,NTP,NTP
5959,6145939,1,AFP,AFP
5960,6146418,1,AFP,AFP
5961,6146418,2,AFP,AFP
5962,6146838,1,UNK,AFP
5963,6187341,2,AFP,AFP
5964,6187508,1,UNK,PC
5965,6187665,1,AFP,AFP
5966,6209293,1,UNK,NTP
5967,6209293,2,NTP,NTP
5968,6209347,1,AFP,AFP
5969,6209347,2,AFP,AFP
5970,6228306,2,AFP,AFP
5971,6228306,3,AFP,AFP
5972,6228306,4,AFP,AFP
5973,6228371,1,UNK,NTP
5974,6268531,1,UNK,NTP
5975,6268648,1,PC,PC
5976,6268648,2,PC,PC
5977,6289468,4,AFP,AFP
5978,6289650,1,PC,PC
5979,6289739,1,UNK,NTP
5980,6289897,1,AFP,AFP
5981,6306896,2,NTP,NTP
5982,6307000,1,UNK,PC
5983,6307062,1,AFP,AFP
5984,6307062,2,AFP,AFP
5985,6346809,1,PC,PC
5986,6346894,1,NTP,NTP
5987,6347258,1,NTP,NTP
5988,6364247,1,AFP,AFP
5989,6364276,1,AFP,AFP
5990,6364294,1,AFP,AFP
5991,6380750,1,UNK,AFP
5992,6381128,1,AFP,AFP
5993,6381128,2,AFP,AFP
5994,6388770,1,AFP,PC
5995,6388994,1,AFP,AFP
5996,6388994,2,AFP,AFP
5997,6428850,4,AFP,AFP
5998,6428850,5,AFP,AFP
5999,6428942,1,NTP,NTP
6000,6429742,1,AFP,AFP
6001,6447258,2,AFP,AFP
6002,6447258,3,AFP,AFP
6003,6447258,4,AFP,AFP
6004,6447326,1,UNK,NTP
6005,6462863,3,PC,PC
6006,6462863,4,PC,PC
6007,6462874,1,UNK,AFP
6008,6462874,2,UNK,AFP
6009,6105462,2,PC,PC
6010,6106282,1,PC,PC
6011,6109688,1,AFP,AFP
6012,6128027,1,AFP,AFP
6013,6128027,2,AFP,AFP
6014,6128141,1,UNK,AFP
6015,6147122,1,AFP,AFP
6016,6147122,2,AFP,AFP
6017,6147122,3,UNK,NTP
6018,6187665,2,AFP,AFP
6019,6187665,3,AFP,AFP
6020,6187893,1,UNK,NTP
6021,6191521,1,PC,PC
6022,6209637,1,UNK,NTP
6023,6209677,1,PC,PC
6024,6209677,2,PC,PC
6025,6228703,1,UNK,AFP
6026,6229130,1,UNK,NTP
6027,6229130,2,UNK,NTP
6028,6229130,3,UNK,NTP
6029,6229502,1,UNK,NTP
6030,6268722,1,AFP,AFP
6031,6268722,2,AFP,AFP
6032,6268890,1,AFP,AFP
6033,6268890,2,AFP,AFP
6034,6268890,3,AFP,AFP
6035,6290382,1,AFP,AFP
6036,6290382,2,AFP,AFP
6037,6290382,3,UNK,NTP
6038,6307062,3,UNK,NTP
6039,6307063,1,AFP,AFP
6040,6307063,2,AFP,AFP
6041,6307063,3,AFP,AFP
6042,6347299,1,PC,PC
6043,6347299,2,PC,PC
6044,6349881,1,PC,PC
6045,6350031,1,PC,PC
6046,6364307,1,AFP,AFP
6047,6364327,1,AFP,AFP
6048,6364582,1,PC,PC
6049,6365076,1,NTP,NTP
6050,6381128,3,AFP,AFP
6051,6381128,4,NTP,NTP
6052,6381306,1,AFP,AFP
6053,6381306,2,AFP,AFP
6054,6381309,1,NTP,NTP
6055,6389098,1,UNK,NTP
6056,6389098,2,UNK,NTP
6057,6389098,3,NTP,NTP
6058,6389396,1,UNK,NTP
6059,6429742,2,AFP,AFP
6060,6429742,3,AFP,AFP
6061,6429812,1,PC,PC
6062,6448173,1,UNK,NTP
6063,6448173,2,AFP,AFP
6064,6448173,3,AFP,AFP
6065,6462901,1,NTP,NTP
6066,6462901,2,UNK,NTP
6067,6462901,3,UNK,NTP
6068,6109688,2,AFP,AFP
6069,6109688,3,NTP,NTP
6070,6109688,4,NTP,NTP
6071,6110119,1,UNK,NTP
6072,6111011,1,UNK,PC
6073,6128245,1,UNK,PC
6074,6128579,1,NTP,NTP
6075,6128830,1,AFP,AFP
6076,6128830,2,AFP,AFP
6077,6147573,1,AFP,AFP
6078,6147573,2,AFP,AFP
6079,6148271,1,AFP,AFP
6080,6148498,1,AFP,AFP
6081,6191945,1,AFP,AFP
6082,6195556,1,AFP,AFP
6083,6195556,2,AFP,AFP
6084,6195556,3,UNK,NTP
6085,6209798,1,AFP,AFP
6086,6210148,1,UNK,NTP
6087,6210480,1,UNK,NTP
6088,6211370,1,UNK,NTP
6089,6229502,2,AFP,AFP
6090,6229502,3,AFP,AFP
6091,6230532,1,UNK,NTP
6092,6269070,1,PC,PC
6093,6272413,1,PC,PC
6094,6273239,1,UNK,NTP
6095,6273239,2,UNK,NTP
6096,6290411,1,AFP,AFP
6097,6290411,2,AFP,AFP
6098,6290648,1,AFP,AFP
6099,6290648,2,AFP,AFP
6100,6307083,1,AFP,AFP
6101,6307083,2,AFP,AFP
6102,6307083,3,AFP,AFP
6103,6307083,4,UNK,PC
6104,6350476,1,AFP,AFP
6105,6350522,1,NTP,NTP
6106,6350882,1,PC,PC
6107,6351097,1,AFP,AFP
6108,6365156,1,PC,PC
6109,6365321,1,AFP,PC
6110,6366501,1,AFP,AFP
6111,6366501,2,AFP,AFP
6112,6381517,1,AFP,AFP
6113,6381517,2,AFP,AFP
6114,6381846,1,PC,PC
6115,6389755,1,NTP,NTP
6116,6390013,1,UNK,NTP
6117,6390080,1,NTP,NTP
6118,6390080,2,AFP,AFP
6119,6430330,1,AFP,AFP
6120,6430330,2,AFP,AFP
6121,6431624,1,NTP,NTP
6122,6431670,1,AFP,AFP
6123,6431670,2,AFP,AFP
6124,6448362,1,AFP,AFP
6125,6448362,2,AFP,AFP
6126,6448362,3,AFP,AFP
6127,6448666,1,UNK,NTP
6128,6463047,1,UNK,NTP
6129,6463047,2,UNK,NTP
6130,6463436,1,NTP,NTP
6131,6463436,2,UNK,NTP
6132,6463436,3,UNK,NTP
6133,6113656,1,AFP,AFP
6134,6113656,2,AFP,AFP
6135,6113806,1,AFP,AFP
6136,6128995,1,NTP,NTP
6137,6128995,2,NTP,NTP
6138,6129524,1,PC,PC
6139,6129694,1,UNK,NTP
6140,6148498,2,AFP,AFP
6141,6149910,1,PC,PC
6142,6150518,1,UNK,NTP
6143,6196457,1,PC,PC
6144,6196457,2,PC,PC
6145,6196457,3,PC,PC
6146,6197038,1,AFP,AFP
6147,6197215,1,PC,PC
6148,6211547,1,UNK,NTP
6149,6211547,2,UNK,NTP
6150,6211812,1,PC,PC
6151,6213774,1,NTP,NTP
6152,6230532,2,NTP,NTP
6153,6230921,1,NTP,NTP
6154,6230921,2,NTP,NTP
6155,6231401,1,AFP,AFP
6156,6231401,2,AFP,AFP
6157,6276477,1,PC,PC
6158,6276791,1,PC,PC
6159,6276791,2,PC,PC
6160,6276994,1,AFP,AFP
6161,6290935,1,PC,PC
6162,6291033,1,PC,PC
6163,6291110,1,NTP,NTP
6164,6307243,1,NTP,NTP
6165,6307521,1,AFP,AFP
6166,6307521,2,UNK,NTP
6167,6307537,1,AFP,AFP
6168,6352349,1,UNK,AFP
6169,6356207,1,PC,PC
6170,6356627,1,AFP,AFP
6171,6366501,3,UNK,NTP
6172,6366501,4,AFP,AFP
6173,6366501,5,AFP,AFP
6174,6381846,2,PC,PC
6175,6381846,3,PC,PC
6176,6382217,1,PC,PC
6177,6382217,2,PC,PC
6178,6390080,3,AFP,AFP
6179,6390236,1,AFP,AFP
6180,6390236,2,AFP,AFP
6181,6390243,1,AFP,AFP
6182,6432054,1,UNK,NTP
6183,6432054,2,UNK,NTP
6184,6432054,3,NTP,NTP
6185,6432054,4,UNK,NTP
6186,6448768,1,AFP,AFP
6187,6448768,2,AFP,AFP
6188,6448768,3,AFP,AFP
6189,6448768,4,UNK,NTP
6190,6463499,1,AFP,AFP
6191,6463772,1,AFP,AFP
6192,6463772,2,AFP,AFP
6193,6464285,1,AFP,AFP
6194,6113864,1,UNK,NTP
6195,6113864,2,UNK,NTP
6196,6113864,3,UNK,NTP
6197,6113871,1,UNK,NTP
6198,6130500,1,UNK,NTP
6199,6130500,2,UNK,NTP
6200,6130500,3,UNK,NTP
6201,6131130,1,PC,PC
6202,6150977,1,AFP,AFP
6203,6150977,2,AFP,AFP
6204,6152521,1,AFP,AFP
6205,6152521,2,AFP,AFP
6206,6197344,1,PC,PC
6207,6197810,1,AFP,AFP
6208,6197810,2,AFP,AFP
6209,6219684,1,UNK,NTP
6210,6219684,2,UNK,NTP
6211,6220010,1,UNK,NTP
6212,6231451,1,AFP,AFP
6213,6231451,2,AFP,AFP
6214,6231451,3,NTP,NTP
6215,6231538,1,AFP,AFP
6216,6277167,1,NTP,NTP
6217,6277594,1,PC,NTP
6218,6278127,1,NTP,NTP
6219,6278403,1,UNK,NTP
6220,6291473,1,UNK,NTP
6221,6291653,1,PC,PC
6222,6291837,1,PC,PC
6223,6292162,1,AFP,AFP
6224,6307537,2,AFP,AFP
6225,6308416,1,AFP,AFP
6226,6308416,2,AFP,AFP
6227,6308416,3,UNK,NTP
6228,6356627,2,AFP,AFP
6229,6356627,3,AFP,AFP
6230,6356627,4,AFP,AFP
6231,6356692,1,PC,PC
6232,6366512,1,AFP,AFP
6233,6366512,2,AFP,AFP
6234,6366512,3,AFP,AFP
6235,6366617,1,AFP,AFP
6236,6382916,1,AFP,AFP
6237,6382916,2,AFP,AFP
6238,6382943,1,UNK,NTP
6239,6383595,1,NTP,NTP
6240,6390243,2,AFP,AFP
6241,6390824,1,AFP,AFP
6242,6391733,1,NTP,NTP
6243,6432059,1,NTP,NTP
6244,6432345,1,PC,PC
6245,6435936,1,PC,PC
6246,6436029,1,PC,PC
6247,6448890,1,PC,PC
6248,6448890,2,PC,PC
6249,6449291,1,AFP,PC
6250,6449358,1,AFP,AFP
6251,6449552,1,AFP,AFP
6252,6464285,2,AFP,AFP
6253,6464938,1,AFP,AFP
6254,6464938,2,AFP,AFP
6255,6464938,3,AFP,AFP
6256,6465159,1,AFP,AFP
6257,6113871,2,AFP,AFP
6258,6113871,3,AFP,AFP
6259,6114387,1,NTP,NTP
6260,6114387,2,UNK,NTP
6261,6114387,3,UNK,NTP
6262,6131236,1,PC,PC
6263,6131659,1,AFP,AFP
6264,6131659,2,AFP,AFP
6265,6132064,1,AFP,AFP
6266,6152974,1,PC,PC
6267,6152974,2,PC,PC
6268,6153201,1,AFP,AFP
6269,6153201,2,AFP,AFP
6270,6198182,1,PC,PC
6271,6198182,2,UNK,PC
6272,6198999,1,PC,PC
6273,6199043,1,UNK,NTP
6274,6220010,2,UNK,NTP
6275,6220312,1,PC,PC
6276,6220470,1,AFP,AFP
6277,6220470,2,AFP,AFP
6278,6231538,2,AFP,AFP
6279,6231538,3,AFP,AFP
6280,6231813,1,UNK,NTP
6281,6278762,1,PC,PC
6282,6278762,2,PC,PC
6283,6278762,3,PC,PC
6284,6278762,4,PC,AFP
6285,6292162,2,AFP,AFP
6286,6292398,1,UNK,NTP
6287,6292452,1,AFP,AFP
6288,6292452,2,AFP,AFP
6289,6309129,1,AFP,AFP
6290,6309129,2,AFP,AFP
6291,6309264,1,AFP,AFP
6292,6309763,1,PC,PC
6293,6356928,1,AFP,AFP
6294,6356928,2,UNK,NTP
6295,6356928,3,AFP,AFP
6296,6366617,2,AFP,AFP
6297,6366617,3,UNK,NTP
6298,6367260,1,UNK,NTP
6299,6367365,1,UNK,AFP
6300,6383595,2,UNK,NTP
6301,6383785,1,PC,PC
6302,6383785,2,PC,PC
6303,6383821,1,PC,PC
6304,6392244,1,NTP,NTP
6305,6392581,1,UNK,NTP
6306,6392581,2,UNK,NTP
6307,6392601,1,AFP,AFP
6308,6436029,2,PC,PC
6309,6436505,1,UNK,PC
6310,6437719,1,NTP,NTP
6311,6437993,1,UNK,NTP
6312,6449552,2,AFP,AFP
6313,6449552,3,UNK,NTP
6314,6449552,4,UNK,NTP
6315,6450067,1,AFP,AFP
6316,6465159,2,AFP,AFP
6317,6466443,1,UNK,NTP
6318,6466583,1,NTP,NTP
6319,6114403,1,UNK,NTP
6320,6114539,1,UNK,NTP
6321,6115025,1,UNK,NTP
6322,6115025,2,NTP,NTP
6323,6132064,2,AFP,AFP
6324,6132064,3,UNK,NTP
6325,6132088,1,NTP,NTP
6326,6137681,1,AFP,AFP
6327,6153233,1,AFP,AFP
6328,6153233,2,AFP,AFP
6329,6153407,1,PC,PC
6330,6199056,1,PC,PC
6331,6199702,1,AFP,AFP
6332,6199731,1,AFP,AFP
6333,6199731,2,AFP,AFP
6334,6221385,1,PC,PC
6335,6221385,2,PC,PC
6336,6221385,3,PC,PC
6337,6221411,1,NTP,NTP
6338,6231813,2,NTP,NTP
6339,6233466,1,AFP,AFP
